Issue Id,Project Key,Issue Type,Summary,Epic Name,Description,Priority,Status,Reporter,Assignee,Labels,Components,Fix Version/s,Affects Version/s,Sprint,Story Points,Created,Due Date,Parent Id,Epic Link
852145fa,MP,Task,Task — Error handling,,Task under story 'MachinePay — Implement ADO'.,Medium,In Review,alice@example.com,,jira performance prototype,,,,Sprint 4,3,2025-05-22,2025-06-17,,3b8419b4
c360bcb4,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Implement ADO'.,Lowest,In Review,bob@example.com,dev.ben@example.com,backend security ux,Workflows,,,Sprint 2,,2025-03-19,2025-03-31,852145fa,3b8419b4
14aa735b,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Implement ADO'.,Low,In Review,chloe@example.com,,jira,Admin,,,Sprint 3,,2025-06-01,2025-06-24,852145fa,3b8419b4
c2289fdd,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Implement ADO'.,Highest,To Do,bob@example.com,,,,,,Sprint 2,,2025-04-25,2025-05-21,852145fa,3b8419b4
0ab55a7b,MP,Task,Task — Write tests,,Task under story 'MachinePay — Implement ADO'.,High,In Progress,alice@example.com,dev.cara@example.com,,LLM Mesh,1.1.0,,Sprint 4,1,2025-06-20,2025-07-05,,3b8419b4
d16dbca1,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Implement ADO'.,High,To Do,bob@example.com,dev.emma@example.com,,LLM Mesh,,,,,2025-05-02,2025-05-22,0ab55a7b,3b8419b4
fe3376e1,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Implement ADO'.,Low,In Progress,chloe@example.com,dev.ben@example.com,jira performance,UI,,,Sprint 2,,2025-07-07,2025-08-09,0ab55a7b,3b8419b4
aef2ed8f,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Implement ADO'.,Highest,In Review,alice@example.com,,backend,Workflows,,,Sprint 2,,2025-07-11,2025-07-28,0ab55a7b,3b8419b4
74131eb9,MP,Task,Task — Write tests,,Task under story 'MachinePay — Implement ADO'.,Medium,Done,alice@example.com,dev.ben@example.com,,Materials,1.1.0,,Sprint 1,1,2025-04-06,2025-05-02,,3b8419b4
e1067a5e,MP,Story,MachinePay — Integrate Search,,User story: MachinePay — Integrate Search. Aligns with epic 'MachinePay — Search'.,High,In Review,bob@example.com,,ado performance prototype,LLM Mesh,1.1.0,,Sprint 4,8,2025-05-27,2025-06-22,,3b8419b4
887c1356,MP,Task,Task — Write tests,,Task under story 'MachinePay — Integrate Search'.,High,In Review,chloe@example.com,,,Workflows,,,Sprint 1,3,2025-05-19,2025-05-28,,3b8419b4
c1f25fda,MP,Task,Task — Perf pass,,Task under story 'MachinePay — Integrate Search'.,High,To Do,alice@example.com,dev.emma@example.com,,,1.1.0,,Sprint 3,1,2025-05-14,2025-06-02,,3b8419b4
b06aab2b,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Integrate Search'.,Low,Done,alice@example.com,dev.emma@example.com,,UI,,,Sprint 2,,2025-03-29,2025-05-02,c1f25fda,3b8419b4
25b3bb0e,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Integrate Search'.,High,In Progress,alice@example.com,,,Workflows,,,Sprint 3,,2025-02-09,2025-03-07,c1f25fda,3b8419b4
e807a6b8,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Integrate Search'.,Lowest,To Do,alice@example.com,dev.ben@example.com,,,,,Sprint 3,,2025-03-08,2025-04-08,c1f25fda,3b8419b4
cfcdc146,MP,Story,MachinePay — Integrate Notifications,,User story: MachinePay — Integrate Notifications. Aligns with epic 'MachinePay — Search'.,Lowest,Done,chloe@example.com,,ux,Connections,,,Sprint 4,5,2025-04-15,2025-04-26,,3b8419b4
cd77d2a1,MP,Task,Task — Perf pass,,Task under story 'MachinePay — Integrate Notifications'.,Medium,In Progress,alice@example.com,,,Workflows,0.9.0,,Sprint 4,2,2025-02-22,2025-03-10,,3b8419b4
70312d67,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Integrate Notifications'.,Highest,In Review,alice@example.com,dev.ben@example.com,backend prototype ux,,,,,,2025-06-11,2025-07-01,cd77d2a1,3b8419b4
7a17ad85,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Integrate Notifications'.,Medium,In Review,chloe@example.com,,,Admin,,,,,2025-06-06,2025-07-15,cd77d2a1,3b8419b4
b851338a,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Integrate Notifications'.,Lowest,Done,alice@example.com,dev.anna@example.com,,Gateway,,,Sprint 1,,2025-01-05,2025-01-20,cd77d2a1,3b8419b4
dcc4a2ae,MP,Task,Task — Telemetry,,Task under story 'MachinePay — Integrate Notifications'.,Lowest,In Review,bob@example.com,dev.emma@example.com,,Studio,,,Sprint 4,3,2025-06-21,2025-07-26,,3b8419b4
638edafa,MP,Task,Task — Telemetry,,Task under story 'MachinePay — Integrate Notifications'.,Low,To Do,chloe@example.com,dev.cara@example.com,,Admin,,,Sprint 2,3,2025-03-13,2025-04-11,,3b8419b4
e2ed16e7,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Integrate Notifications'.,High,In Progress,chloe@example.com,dev.ben@example.com,figma mcp prototype,Connections,,,Sprint 1,,2025-03-13,2025-04-21,638edafa,3b8419b4
f79e6ef8,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Integrate Notifications'.,Medium,In Progress,chloe@example.com,,figma mcp migration,,,,,,2025-02-28,2025-04-09,638edafa,3b8419b4
45e78060,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Integrate Notifications'.,High,In Review,alice@example.com,dev.emma@example.com,ado migration,Materials,,,Sprint 4,,2025-03-24,2025-04-27,638edafa,3b8419b4
d1ecc0a7,MP,Story,MachinePay — Spec Jira,,User story: MachinePay — Spec Jira. Aligns with epic 'MachinePay — Search'.,Lowest,To Do,chloe@example.com,,backend security,Admin,,,Sprint 1,3,2025-04-11,2025-04-30,,3b8419b4
16af44f8,MP,Task,Task — Write tests,,Task under story 'MachinePay — Spec Jira'.,Lowest,Done,alice@example.com,dev.cara@example.com,ado migration,Connections,1.1.0,,Sprint 1,3,2025-03-06,2025-03-28,,3b8419b4
ec38bb73,MP,Task,Task — API wiring,,Task under story 'MachinePay — Spec Jira'.,High,In Review,chloe@example.com,dev.anna@example.com,,Studio,1.1.0,,Sprint 1,3,2025-01-16,2025-01-25,,3b8419b4
2e5a35d4,MP,Task,Task — Write tests,,Task under story 'MachinePay — Spec Jira'.,Lowest,Done,alice@example.com,dev.emma@example.com,docs frontend ops,,1.1.0,,Sprint 1,2,2025-04-08,2025-05-10,,3b8419b4
ef42dbc7,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Spec Jira'.,Highest,To Do,chloe@example.com,,figma,Admin,,,Sprint 4,,2025-01-27,2025-02-03,2e5a35d4,3b8419b4
aec9dba8,MP,Story,MachinePay — Design Jira,,User story: MachinePay — Design Jira. Aligns with epic 'MachinePay — Search'.,Highest,Done,chloe@example.com,dev.cara@example.com,ado github performance,Admin,,,Sprint 1,3,2025-01-16,2025-01-31,,3b8419b4
d0848128,MP,Task,Task — Telemetry,,Task under story 'MachinePay — Design Jira'.,Medium,In Progress,alice@example.com,dev.ben@example.com,figma security,LLM Mesh,,,Sprint 3,2,2025-01-14,2025-02-17,,3b8419b4
a68fa0f3,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Design Jira'.,Lowest,Done,alice@example.com,dev.anna@example.com,mcp ops security,,,,,,2025-01-27,2025-03-04,d0848128,3b8419b4
74948157,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Design Jira'.,Low,To Do,bob@example.com,dev.anna@example.com,migration,Workflows,,,Sprint 3,,2025-02-22,2025-03-26,d0848128,3b8419b4
31c94186,MP,Task,Task — API wiring,,Task under story 'MachinePay — Design Jira'.,Medium,In Progress,alice@example.com,dev.cara@example.com,github migration,Materials,,,,1,2025-02-20,2025-03-11,,3b8419b4
b1a11915,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Design Jira'.,Medium,Done,alice@example.com,dev.cara@example.com,,,,,Sprint 1,,2025-03-28,2025-04-17,31c94186,3b8419b4
33f7ab5b,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Design Jira'.,Highest,Done,chloe@example.com,dev.cara@example.com,,,,,,,2025-02-18,2025-03-09,31c94186,3b8419b4
82d27133,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Design Jira'.,Medium,In Progress,chloe@example.com,,jira,,,,Sprint 1,,2025-03-05,2025-03-15,31c94186,3b8419b4
b51bccba,MP,Task,Task — Docs,,Task under story 'MachinePay — Design Jira'.,Medium,Done,chloe@example.com,dev.dan@example.com,api jira migration,LLM Mesh,1.1.0,,Sprint 1,1,2025-07-12,2025-08-20,,3b8419b4
d9f2b1b8,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Docs' within story 'MachinePay — Design Jira'.,Medium,Done,bob@example.com,dev.emma@example.com,migration ux,Connections,,,Sprint 3,,2025-04-12,2025-05-02,b51bccba,3b8419b4
babffe94,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Docs' within story 'MachinePay — Design Jira'.,Highest,In Review,bob@example.com,dev.dan@example.com,ado api,Workflows,,,Sprint 2,,2025-04-30,2025-06-08,b51bccba,3b8419b4
a2987e06,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Docs' within story 'MachinePay — Design Jira'.,Medium,To Do,bob@example.com,dev.emma@example.com,,Connections,,,Sprint 3,,2025-06-15,2025-06-26,b51bccba,3b8419b4
8ee61baa,MP,Story,MachinePay — Design Filesystem,,User story: MachinePay — Design Filesystem. Aligns with epic 'MachinePay — Search'.,Medium,In Review,alice@example.com,,jira migration ux,Workflows,,,Sprint 1,3,2025-02-20,2025-03-20,,3b8419b4
5abf3528,MP,Task,Task — Telemetry,,Task under story 'MachinePay — Design Filesystem'.,Low,In Progress,chloe@example.com,dev.ben@example.com,,LLM Mesh,0.9.0,,Sprint 2,3,2025-02-08,2025-03-12,,3b8419b4
ae31bb92,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Design Filesystem'.,Highest,To Do,bob@example.com,dev.ben@example.com,,Studio,,,Sprint 3,,2025-04-23,2025-05-28,5abf3528,3b8419b4
8ba994d7,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Design Filesystem'.,Highest,In Review,bob@example.com,dev.emma@example.com,prototype,Admin,,,,,2025-04-19,2025-05-21,5abf3528,3b8419b4
f72e1567,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Design Filesystem'.,Highest,Done,alice@example.com,dev.dan@example.com,figma ops ux,Connections,,,Sprint 2,,2025-04-11,2025-04-22,5abf3528,3b8419b4
07d6a090,MP,Task,Task — Error handling,,Task under story 'MachinePay — Design Filesystem'.,Lowest,In Progress,alice@example.com,,security ux,UI,0.9.0,,Sprint 1,2,2025-06-04,2025-07-12,,3b8419b4
7bcc9976,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Design Filesystem'.,Highest,Done,bob@example.com,dev.anna@example.com,,Workflows,,,Sprint 4,,2025-01-29,2025-02-13,07d6a090,3b8419b4
2419233b,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Design Filesystem'.,Highest,Done,bob@example.com,dev.ben@example.com,ops,Gateway,,,Sprint 2,,2025-03-21,2025-04-09,07d6a090,3b8419b4
a3c3489c,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Design Filesystem'.,High,To Do,chloe@example.com,dev.anna@example.com,,Workflows,,,Sprint 2,,2025-05-06,2025-06-11,07d6a090,3b8419b4
014397da,MP,Task,Task — UI polish,,Task under story 'MachinePay — Design Filesystem'.,High,Done,chloe@example.com,dev.ben@example.com,docs,Studio,0.9.0,,Sprint 3,1,2025-06-08,2025-07-12,,3b8419b4
73134f5b,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Design Filesystem'.,Medium,To Do,alice@example.com,dev.emma@example.com,docs ops,Materials,,,Sprint 4,,2025-04-16,2025-04-30,014397da,3b8419b4
71bd977f,MP,Story,MachinePay — Harden Search,,User story: MachinePay — Harden Search. Aligns with epic 'MachinePay — Search'.,High,In Progress,bob@example.com,dev.anna@example.com,,Admin,1.0.0,0.9.0,,13,2025-04-08,2025-05-06,,3b8419b4
1089d235,MP,Task,Task — UI polish,,Task under story 'MachinePay — Harden Search'.,Low,In Progress,alice@example.com,dev.emma@example.com,,Dot,,,Sprint 2,1,2025-05-01,2025-05-25,,3b8419b4
d0a3f6d9,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Harden Search'.,High,To Do,chloe@example.com,dev.emma@example.com,,LLM Mesh,,,Sprint 1,,2025-06-22,2025-07-12,1089d235,3b8419b4
71a7100a,MP,Task,Task — Docs,,Task under story 'MachinePay — Harden Search'.,Low,In Review,alice@example.com,dev.ben@example.com,frontend prototype,Materials,0.9.0,,,3,2025-07-16,2025-08-04,,3b8419b4
80648246,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Docs' within story 'MachinePay — Harden Search'.,Highest,To Do,bob@example.com,dev.cara@example.com,mcp,UI,,,Sprint 4,,2025-01-12,2025-02-14,71a7100a,3b8419b4
40b6c889,MP,Story,MachinePay — Design ADO,,User story: MachinePay — Design ADO. Aligns with epic 'MachinePay — Search'.,Lowest,Done,chloe@example.com,dev.cara@example.com,ops,Workflows,1.0.0,,,2,2025-04-02,2025-04-29,,3b8419b4
10b03db2,MP,Task,Task — Error handling,,Task under story 'MachinePay — Design ADO'.,Medium,To Do,chloe@example.com,,ado docs figma,Admin,1.1.0,,Sprint 4,1,2025-05-18,2025-06-04,,3b8419b4
14894ff2,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Design ADO'.,Highest,To Do,alice@example.com,dev.anna@example.com,ux,,,,Sprint 1,,2025-05-11,2025-06-01,10b03db2,3b8419b4
6d11c442,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Design ADO'.,Low,In Progress,bob@example.com,dev.ben@example.com,,,,,Sprint 3,,2025-05-08,2025-06-02,10b03db2,3b8419b4
848c2262,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Design ADO'.,Highest,Done,chloe@example.com,dev.cara@example.com,,Admin,,,,,2025-06-14,2025-06-23,10b03db2,3b8419b4
afd5f19b,MP,Bug,Bug — Auth failure,,Synthetic bug for MachinePay epic 'MachinePay — Search'.,Highest,Done,chloe@example.com,dev.cara@example.com,bug backend frontend ops,Materials,,0.9.0,Sprint 2,,2025-06-28,2025-07-19,,3b8419b4
4f886970,MP,Bug,Bug — Regression in Connections,,Synthetic bug for MachinePay epic 'MachinePay — Search'.,Medium,In Progress,chloe@example.com,dev.ben@example.com,bug mcp,Workflows,1.1.0,1.0.0,Sprint 3,,2025-04-20,2025-05-26,,3b8419b4
